text	label
because people don't feel the need to scream from the rooftops that they are straight and makes big song and dance of it . I'm not anti gay at all but these events is just flaunting sexuality .... For what ? Being gay isn't a stigma anymore . There's no need to really be doing this now that gay is accepted	1
When Africans start using that silly old book that the white invaders forced upon them.... That. Just that. That book that was used to give you hope whilst being enslaved and oppressed. That book which was used to force you to swap your beliefs for what white men wanted you to believe... 😕	0
I hope your wife marries another woman. 😎 #gaypolygamy	1
Olympic Decathlon Champion 1976...Never forget that and what it takes - physically and mentally.	0
No its not the same. Go to bed.	0
Nice scenery	0
"GARETH KEENAN INVETIGATES My favourite Gareth quote though would have to be ""My dad is not as modern as me. He says poofs... Instead of gays. Darkies... Instead of coloureds."""	0
how i wish every1 was a Christian, all this talk of transgender what what would not exist, im dissapointed in America for stepping over the line, corrupting young minds and allowing perverts to run loose, mad men performing beastealities and aborminations, homosexuality, shame man, America used to be the Envy of the world, now its a shame. A busket CASE	1
This isn't a Pride march ...it is a RESISTANCE protest....DISGUSTING!!!!! 😡😡😡😡	1
Exactly!!!	0
beautiful models beautiful pictures but I just don't get it.	0
You best move to America then! Toodles 🤗	0
BEST WISHES FROM BLACKFOREST GERMANY	0
Definition of mental illness any of a broad range of medical conditions (such as major depression, schizophrenia, obsessive compulsive disorder, or panic disorder) that are marked primarily by sufficient disorganization of personality, mind, or emotions to impair normal psychological functioning and cause marked distress or disability and that are typically associated with a disruption in normal thinking, feeling, mood, behavior, interpersonal interactions, or daily functioning ..... So if you think that a different sexual orientation to the majority is a disruption in normal thinking, then maybe by your definition you are correct. Since we are all different, maybe we are all mentally ill?	0
Shut up	0
"What is it they say? ""Up the bum, no harm done"". Dirty b'stards!"	1
just like educating disabled children right? they should do that for all minorities! alabama should be able to go back to seperate water fountains if that's what THEY want. am I right??!!!...	0
Fighting terrorism we agree with you but gay here in Uganda no room for u,if you come don't fly with it because the glory of God in this land.we hve our own culture &above we are dedicated for the glory of God!young boys here to go for major surgery as the result of homosexual.one wonders why has to support destructive right!repent west be the wrath of God!your the very people came with fullgosple to our nations&have turned against God!Sodom &Gomorrah was destroyed in such away.lets watch.	1
UK beats US hands down, Trump is a flump, flump flump flump flump flump	1
Transgender isnt gay .its being born in the wrong body .	0
buh naturally marriage suppose to be a Man and a Woman... no doubt about that..	1
They are normal. Read a book and expand your mind and world.	0
Religion is a way of brain washing ask any scientist	1
just don't pretend to have nothing against gay people and then go on to do exactly that. you are indeed entitled to your opinion, just do your best to realise that it's bullshit and sleep safe in the knowledge that gay people getting married doesn't effect you in any way. night night	1
"Pretty sure this guy just quoted ""The Office"" and is playing you."	0
These are signs of a once great european empire about to collapse. Disgusting.	1
Seen Hacksaw Ridge? A person can serve with honours in the military in the battle field without holding a weapon or killing a single person. Transgender is peanuts.	0
Apparently, it's produced by a gay rights group and has nothing to do with the Church anyway.	0
Don't think will be giving her a call, do you?	0
Stupid old fart	1
What the world needs now is love, not just for some but for everyone	0
FAGS	1
Leroy u r jst jealous cos ur wife is a dog	1
Wish I was here to support this	0
Loylus: Mind your language you retard! Have a night in with your boy friends.	1
Jesse, conveniently, you left out Jesus Christ and His teachings, like most. Just because there are people who do bad things in the name of Christianity because they are misguided or part of a cult that is falsely called Christianity, does not mean every single one is like that. You're generalizing and using extreme examples instead of recognizing the good people who follow the teachings of Jesus Christ. When groups of atheists protest, riot and destroy property, I do not say all atheists are violent, despicable people as a whole. The OP left Jesus Christ out of his posts as well. I addressed this before. He's incorrect by doing so. He's just name calling and insulting people because it's the only way he can feel superior in his world. It's easy to point fingers at others while failing to pluck the log out of your own eye. Many struggle with this, including myself. However, leaving out Jesus Christ and His teachings is not really speaking about Christianity.	0
What's this, a joke with Orthodox Christians around the world???	0
Here for the comments 😂😂😂😂😂y'all tripping	0
SOON YOU WILL SEE WHAT GOD WILL DO, THEN I JUST GONNA SEE YOUR FACES.	1
I respect people who have a religion as much as I respect people who have a wart on their nose. None of my business. And neither is their sexuality. The moment an entirely religious view is imposed in law on another human being, society and democracy has failed.	0
Snooze!!!! We don't need your CONDOLENCES. And Peter Bayliss we are a democratic republic . We have never been governed by religion or religious law. Don't confuse us with Saudia Arabia ect... Really do your homework and grow a brain.	1
Oh shut up	1
they don't understand who they are their body and mind are in confliction	0
Well I think after Larry Craig, there might be evidence to bar Republican senators from bathrooms.	0
Tim Cook, Apple CEO, is gay. I doubt you're selling mobile phones for $1000 USD	0
So it is not actually an orthodox calendar, but a mockery.	0
Try Canada they got a liberal loony in charge there..	1
Wait a minute, are you in the military?	0
Be weird if they all had the same view	0
The degree of willful ignorance in this thread is disturbing. A lot of folk certainly not blessed with an abundance of schooling	1
"As a trained soldier, it does not take ""not knowing your gender"" to cut your throat. In other words training to fight for the country you love has nothing to do with gender."	0
Oh and Ste Ashurst thank you for the offer, i would take a hug but nothing funny ok.	0
air cadet🏋😂	0
https://youtu.be/0mMPC-epMEg	0
With an attitude like that you are certainly not welcome in the RAF, and I can assure you if you started working with me spouting crap like that you'd be off 'your' Sqn in a heartbeat.	1
are you seriously perceiving out right discrimination as celebration	0
My MP here in Nz is fantastic. He also happens to be gay and has never been elected to head his party, although he was an obvious choice. It's hard not to draw the obvious conclusion.....	0
Poms buckled to Islam and gay marriage so who the hell do they think they talking too	0
Oh my god. You're literally insane.	1
Is Justin Trudeau though ? There's a lot of media coverage so I was just thinkin he could be.	0
God loved everyone when he sent his son Jesus to die on the cross in our place so we would repent & turn from our sins not wallow in them .	1
Let's have a straight pride parade where we wave the AMERICAN FLAG and stop traffic!!!	1
Disgusting	1
Just because you dislike the president doesn't mean you should want him to fail. If he fails it's you who's affected negatively, not him	0
homosexuality has always been amongst us	0
That's the problem, Tom. They DO know.	0
Has the people of Westboro Baptist all died of a heart attack? I haven't heard them weigh in since all this took place.	0
Romans 1	0
Reading the comments is hilarious ha ha ha ,great way to start the day hee hee hee gods gift to mankind wa ha ha :-))	0
I'm against gay marriage also - doesn't mean I am homophobic.	0
Caitlyn Jenner is always about Caitlyn Jenner. She rarely does anything for anyone else. If this is one of those times, good for her.	0
it has to be false	0
There*	0
Thsts all gays do?..smh	0
These are the same people I went to church with for more than a decade. They praise The Lord whilst raising a hand to heaven and pulling a lever with the other hand by voting to rip a baby from its mothers womb. Then, after twice voting to force taxpayers to fund these atrocities, they have the audacity to point accusing fingers at the rest of us for being 'intolerant'.	0
You know what they say about those who protest to much!	0
Toronto Pride has had constant deluge of rain :(	0
If there was true equality, blind justice, then there would be no need or protests.	0
you hold a finger on where it says 'like'. It will give you the option of reactions. Then move your finger over to the rainbow reaction.	0
For those condemning homosexuality and anything associated with it the facts may surprise many. Sexuality is determined in the womb of the mother of the unborn child. Hormonal differences which the mother has no control over determine your sexual orientation. The unborn child has no say whatsoever. This is a well researched medical fact. The Russians during the Communist era manipulated the hormones of mothers to determine the sexuality of the child. They were very able to determine the sexuality of children with a 100% success rate. So For the morons those are the facts. Children have no say in their sexuality. It is determined by nature.	0
Remember when they all stayed in the closet? Wasn't it much better then?	1
did you read the article? It's British military brass! Please give one example of one of them in a combat situation! The British army doesn't have Rangers, unless you think or Royal Irish Rangers.	0
‘Do not have sexual relations with a man as one does with a woman; that is detestable.	1
Coming out for people still carries an element of risk. If you don't believe this then just read some of the comments by people on other threads. Still so much hatred out there.	0
I don't think we should put someone down when they realize they made a mistake. Let's welcome them and work with them to make a better world.	0
"What bible does that dogcollar read? In mine it says ""Man shall not lie with man, it is abhorant in Gods eyes""."	1
go girl	0
Yassss!!	0
Happy pervert month you sick degenerate freaks	1
I still don't understand how the catholic church is still condeming homosexual couples while a significant number of their own are pedophiles, that have frequently been convicted of molesting little children. How do people not see the hypocrisy?!	0
No he didn't, we evolved	0
Lol	0
People leaving negative comments are the ones with the problem! They are the ones to feel sorry for!	1
Degenerates indeed!	1
And yes, you have the right to free speech. I have the freedom to call you a twat.	1
And if people say how god intended us to only have sex with men and women as your preferance, Why are breasts used in the use of sex? They where primeraly designed for feading the babies, not sex. So don't go on about 'God' making marriage or sex only for Men and Women, Because its the same argument that would ensued years ago whilst people where doing sexual things to breasts.	0
HAPPY PRIDE FROM BALTIMORE!!! 🎉🎶💃🍸🌈💯❤ #LiveLoveLaughSingDance	0
Love is the answer	0
no I disagree. Most women I know joining the forces aspire and train to meet the same standards as men and often achieve them. Just because the min standards are different. Physical training is meant to be a challenge no matter how fit you are	0
Be a man not a bum chum	1
❤️	0
Beg to disagree all you like, I'm happy for someone to beg in front of me 😈	0
: did you spot the CNN reporter having hysterics? Apparently she spotted the black and white mock-isis flag that replaced Arabic with dildoes and butt plugs and assumed it was supporting isis. *eyeroll*	0
You've never been a woman so you should probably not comment about something you know nothing about then.	0
Fantastic =) Let's hope it stays that way *cough California cough*	0
your opinion is wrong and you could have saved face by doing a quick Google search. Also as an American Army veteran your ignorance offends me so I felt compelled to set you straight.	1
Thank you Roy the Ram.....😂😂😂😂😂😂😂😂😂😂😋😋😋😋	0
HAPPY PRIDE! BE SAFE AND ENJOY!	0
Culture is the operative word you ignorant tit x	1
This isn't a question about gender. It's the constant medical treatments and hormone injections that transgenders need which is a costly and inconvenient procedure. Also mental illness is sky high in transgenders (not all but why would you run the risk). Does anybody seriously think that this makes the military stronger?	1
But we have to pay for your Viagra!	0
It's exactly why I remain undecided I am not going to make claims about Gods existence until I see evidence one way or the other and so far there is none.	0
Examine your meaningless sentence carefully.	0
ძირს ცისფერები	0
Hate is a sickness ❤️	0
https://www.mercatornet.com/mobile/view/what-do-the-statistics-say-about-transgender-mental-health	0
Yes he does	0
I don't believe this, no Romanian orthodox will ever publish such a blasphemy! Are you sure it happens not in the Western or Northern Europe?	0
So true. I thought the exact same thing. No one cares until they are the ones being harmed.	0
You call this your repaly to him ......you must be insane	1
1: nice name lol 2: It is sexist because typically in a divorce men lose in court and the bride's father has to give her away at the alter like a piece of property.	0
Want to divert an American's attention? Say anything concerning sex or gender	0
I'm sad for you guys	1
I have NO respect for anyone that covers their face like a coward. No love for anyone wishing harm to law enforce officers. Let's see who they call in case of an emergency	0
John, you obviously don't understand our laws or our Constitution. No one, particularly Justices of the Supreme Court is above the law. Their job, their sworn duty, in fact, is to FAITHFULLY APPLY THE CONSTITUTION. That's it. Not to alter statutes, not to do legislate from the bench. Faithful application of the Constitution is their only job and when they rule otherwise, it IS NOT LEGITIMATE.	0
where are the pet´s, if you refer to bible	0
Poor Bruce, look at what he's done to himself. He looks like a circus freak.	1
we all die. he/she/it loves no-one	0
So if people you know, say colleagues, asked if you were married Sean, would you tell them to mind their own business or would you answer? Because it seems odd that someone would tell their colleagues to mind their own business. So if we assume that most people would answer that question, where does that leave gay and bisexual people who might be in a same-sex marriage? They have to come out at that point because it will be assumed they are heterosexual, as that is the assumption in our society. So it's not about telling everyone about your private life. It's about being able to talk about your life in the same way that heterosexual people can.	0
This story is about Britain though and the British Admiralty don't think there's a problem. Who would you listen to, a horde of heavily armed hillbillies or the senior admiralty of an elite world class navy that allows its small island nation to punch well above its weight in international affairs?	0
Nobody mentioned being gay.	0
I dont know about the NRA part...other than that is all cool	0
would you like to take it like a gay man too? lol	0
tears for orlando victims	0
Hmm. Maybe not terribly helpful with the gay marriage movement. Concentrating on sex poses rather than stable family..	0
"He may be, but he would tell you, ""go and sin no more""."	1
Right humourless bunch of buggers around today.	1
Riam You can call it whatever you want, doesn't make you right	0
Beautiful pictures. I know they're not really 'priests', but the imagery is striking.	0
Surely she is trying to do that now though? Regardless of previous acts and lack of understanding, she is trying to fight a good fight and use her influence and popularity to steer the government in a direction that is more positive for the social zeitgeist.	0
Freaks!	1
dude, Its unnatural. did you know murder has also existed longer than religion but does that make it right, i dont get you people. your reasoning is elementary	1
Some Pharisees came to him to test him. They asked, “Is it lawful for a man to divorce his wife for any and every reason?” 4 “Haven’t you read,” he replied, “that at the beginning the Creator ‘made them male and female,’[a] 5 and said, ‘For this reason a man will leave his father and mother and be united to his wife, and the two will become one flesh’[b]? 6 So they are no longer two, but one flesh. Therefore what God has joined together, let no one separate.” 7 “Why then,” they asked, “did Moses command that a man give his wife a certificate of divorce and send her away?” 8 Jesus replied, “Moses permitted you to divorce your wives because your hearts were hard. But it was not this way from the beginning. 9 I tell you that anyone who divorces his wife, except for sexual immorality, and marries another woman commits adultery.”	0
Joshua also why you gotta hit me w some imagery like that in the morning???	0
Ok fair enough continue	0
you can't be serious, every branch except the Marines who are segregated but have the same standards for graduation live, train and fight together. Please crawl back into your ignorant hole.	1
Why not allow people to love each other, with independence of their sexes?	0
This is an indication that dooms day is comeing	1
devil worshiper don't call God name here your .......	1
Is that right funny how quite a few others agree so ur wrong	0
CONGRATULATIONS!!!	0
I think we need more people like Sam Lakin	0
It certainly caught my attention! ;-)	0
act and behave in a generally accepted way and then you'll be treated accordingly!!	0
#kurdstan	0
Take their place.	0
What's 'normal' Colin? You wouldn't be stupid enough to be referring to heterosexual white males in your own image now would you?	0
Rammed down our throats. Pervert. This is a serious matter	1
Stop obesity	0
Do you not understand that babies are born with sexual organs that are not the norm. The doctors have to make a decision on what sex the baby is - and sometimes they can get it wrong. This is not a sexual thing, have some empathy and understand how you would have felt if the doctors had said you were a girl!	0
Your still commenting you must like it	0
Same sex marriage is rediclous.. Maybe for the people who are lazy or trying to avoid the responsibilities of being a parent,	1
would you do that in a life or death situation, if a woman were near you?	0
sick people	1
Mmmm yes they are!! I'd like to see this calendar haha time for me to make another trip back to Europe!! lol ;)	0
They had freedom to marry, then chose to sue anyone who wouldn't cater their weddings, but not muslim bakeries, they didn't bother asking them lol	0
To funny you look like clowns act like clowns , so it must be a clown parade	1
- being transgender is not a mental illness therefore they are fit to serve their country.	0
Love is one ❤️🌈❤️💛❤️🌈❤️💛	0
God is everything, incuding You :)	0
Immpropa gander	0
freaks	1
Uh huh. https://www.google.com/amp/thehill.com/blogs/blog-briefing-room/343893-transgender-navy-seal-team-6-member-to-trump-tell-me-to-my-face-im%3famp	0
Your God sounds rubbish. I almost feel like turning gay just to check out this pit of hell thingy. My money is on it being a figment of your nasty spiteful imagination but if by some bizarre leap of science it really does exist, I reckon you're going there for your despicable attitude towards some of your fellow humans. Enjoy.	1
Oh, for eternity ;)	0
By swiping left. Comments go	0
Glastonbury and gay pride today... Imagine the amount of STI's that are going be spread tonight.	1
L♡VE IS L♡VE!!!!	0
:o	0
NJ here	0
That book is called the Bible and it is God's Word. Men penned the words, but God wrote the words through the Holy Spirit . It is a mystery, but I have tested this beautiful book in my life and God's Word has made my life worth living and giving me a hope this world does not have. You look around you and tell me what hope you see in your life without know a loving God who will never leave or forsake you ever.	0
Gender dysphoria is the same thing as transgender. Normal people don't try to change their genders, people who have this mental illness do.	1
What's happening?	0
NOBODY IS BORN GAY,GOD CREATED ADAM AND EVE NOT ADAM AND STEVE. I pray dat wat happend 2 sodom and gomorrah doesnt happen 2 America.U guys might c it as freedom buh dnt 4get dat d road 2 hell is very broad n witout difficulties.	1
Gays is the cause of HIV true fact	1
Luv to all frm London 🇬🇧🇬🇧	0
I'm sorry, youre a little too old for me -priest	0
Talking of ghetto Dee Smith How is Texas going Oh wait I can't even pee there Seen your infrastructure Lately Bridges falling down Oh how I your standard of living and life span going same as Botswana yet?	0
Thanks, sweetie! Condolences to your therapist.	1
Your rambling drivel makes no sense whatsoever.	0
i dnt think you should put gay, transgender and Defend freedom in the same sentance, i believe they call it an Oxymoron	1
I have seen so many of these parades and I support their right to do so. But I have never seen a straight, heterosexual, marriage with 2.2 kids parade.	0
No, they made the choice about who they wanted to marry, all gay people expect is the same choice.	0
nice behind, he looks ready for experiencing God :D	0
Bad news USA source of #Sins . Plz British people don't follow them If ya did then Rest in peace world :(	1
This women is so two faced I believe in being who you are be happy help but she just does it for publicity seeing her documentary she a strong republican voted for that monster knowing his views and plans you can't now come out and stand with your brothers and sisters you are a joke !!!	1
👍👏	0
Great	0
Go you fabulous people ❤️❤️❤️❤️	0
Good try Donald, there are plenty of companies that offer health care benefits for transgender people, including the company I proudly work for. http://www.hrc.org/resources/corporate-equality-index-list-of-businesses-with-transgender-inclusive-heal	0
Does it even love rapists and murderers ?	0
Male body but female genitalia! 21st century and 1st world countries ineed.	0
Shemale, how is that an insult, Caitlin Jenner isn't a female, and now no longer fills the requirements for male, just because you want something doesn't mean it's so, I wish I could grow a strong beard but unfortunately I'm just a man without the abilities to grow a badass beard, I accepted it.	1
This is my only hope for promotion	0
Speak for yourself	0
I thought tattoos were a sin?	0
so, he has an opinion. You would prefer that he doesn't express it. I disagree with people all the time. People disagree with me. What's wrong with that? The problem with people on the left of the political spectrum is that they. try to stifle debate by branding people who hold or express views contrary to the ones , they hold as bigots,homophobes, racists etc, they espouse free speech and are then outraged if someone like Folau, who is a Christian, eloquently expresses his views about being against same sex marriage. So what is your point ? Are you saying he should shut up. . Should everyone in the upcoming referendum in Australia vote yes for gay marriage in case they offend lesbians and gays?	0
The people who are supporting trans people serving in the military, in this article at least, are quite high up in the military and, therefore, one would presume that they have been serving our country for a long time and as such, by your standards, have the right to comment on who can serve and where. They support LGBT members serving in the armed forces btw, since you clearly haven't read the article.	0
🏳️‍🌈	0
Oh well,as someone said...Who needs 50 shades of grey when in the US,,,,you have 50 states of gay :v	0
Happy pride from Manchester Uk x	0
People are indeed more divided by class than nationality	0
Freedom freedom✌✌	0
But in fact not everyone actually is loving god. They're rejecting God who gave us life, they are rejecting human nature and replacing it by unhuman sort of dirty behavior where man could marry man!!! Please stop this systematic destruction of our humanity. Now every psycho would ask to legalise his crimes in the name of liberty, I am waiting the day pedophiles could realise their illness!!! STOP THIS UNHUMAN BEHAVIORS	1
"Lisa we have such idiots here what can I say , well u read the news and see who is running "" murika"" we heading straight down the toilet 😩"	1
#alllivesmatterexceptsocialists	0
Good.....why don't you go do it then coward.	1
They need a job	1
"Thekiso,lucky u know them and if u really blv in God you will not fear them too. It was written in the Bible about them and they dn't save the same God,those fake prophets are Billionaires,they just cover up their true colours and they are here to deceive many in the name of god. They know their master ""they say they want to take over the world"" but many people are too blind to see and know them. Just watch out"	0
Also why be prejudiced against transgender persons when they are prepared to defend your country ? You have yet to reply, as to your input and loyalty to your country ????	0
What has being gay got to do with transgender?	0
lol church ..false teaching anyway sick	0
Sick sick sick.	1
"Alan, you still haven't explained why it's ""not right"". You really need to realise we're living in 2011 now"	0
No Emily why don't you give your lack of faith a rest. Never asked you to comment on my post. So if you feel that way you can piss off!	1
Neither can the elderly, should we prevent them from marrying you ignorant ass.	1
After hearing this Cynthia Grey im off.. poor you...	0
She was crap at the dayjob, I for one could care less about who she sleeps with.	0
God really does love everyone! <3	0
You don't become gay just by being adopted by gay parents Sadya, are you thick?	1
Pride??..or Proud???..lol!!.. for the abnormal??...lol!!....hmm..what so proud about for....seriouslly funny!!	1
Well if Trump needs to use his presidential publicity to convince the general public Not to accept them; claiming that they are no longer welcome to serve their country; it seems like fair trade to me.	0
WTF you idiot do you thrive on terrorist attacks do you?? Their somebody's children do you know what has happened in London and Manchester people died including children and you want a terrorist to attack their pride not a clever move	1
"Who ever gave them the name ""Gay"" & why I don't know but it is completely un appropriate because there is nothing gay about it. These people have been persecuted for centuries & have lived through some miserable times. ""GAY"" means to be happy and care free not miserable, persecuted, lonely & struggling to be accepted. I am heterosexual & thankful that I am but only because I cannot nearly understand what it must be like to have your body and mind out of sync. It is not unnatural to have feelings for the same sex and animals do it all the time but there not labelled are they!."	0
There is no such a thing as 'God'. People create 'heaven' and people create 'Hell'. If you seriously believe in God then you seriously support inequality and death through 'war'. I seriously believe that God would consider your interpretations of religious texts as a huge misrepresentation.	0
Pride is for everyone to all the haters... we have more fun then you drop your hate and have fun with us. Everyone is welcome to come	0
Love is love is love❤️	0
Sickos all	1
"You base your entire life around a book full of talking animals, unicorns, and magic lol. You have ZERO right to talk about what's ""natural"" or ""moral"" when you're a part of a religion that to this day oppresses, rapes, lynches, tortures, and murders hundreds of thousands- particularly in Africa where innocent people accused of being ""witches"" are barbarically burnt alive while the murderers praise their god all the while and lesbian women are violently gang-raped. Your religion is barbaric and depraved and you worship a blood-thirsty god that slaughtered a group of children simply for making fun of a prophet's bald head. There's not an iota of ""love"" or ""compassion"" in your religous extremism and the fact that the majority of the poor, violent, most oppressive 3rd-world countries are all highly religious (Africa, the Middle East, etc.) while the richest, safest, happiest, healthiest countries with the most human rights are all highly secular (USA, the majority of Europe) attest to the how damaging religious mania can be. You can stick to being a slave to a hateful, oppressive, and murderous deity, but for those of us fortunate enough to live in a free country, we'll continue believing in whatever the hell we want, loving who we want, and living our lives as WE- not you or your Bronze Age death cult- see fit. It's not surprising that a Christianist wouldn't understand the basic concept behind consent- that being that rape, murdee, and molestation- things that the religious practice in much higher numbers than any atheist or agnostic- are in no way comparable to a consenting couple of the same sex loving each other. You people don't understand consent because everything your bible stands for lies in direct contradiction to freedom and with that, consent. That's why your bible approves of slavery, theocracy, and forcing rape victims to marry their rapists, because it is built upon a disgusting, violent, and regressive idealogy that encourages its followers to be sociopathic monsters that attack, oppress, enslave, and murder, all under the mantle of Christian ""love"". Your country is in a bad enough state- what with the constant lynchings, entire villages bludgeoning and burning innocent people- including defenseless children and the developmentally disabled- to death for perceived slights, rampant rape, extreme poverty, disease, famine, religious extremism, and corrupt government- without you people being concerned with what other people are doing in the privacy of their bedrooms or what's between their legs. If religionists focused on their OWN lives and on making this world a safer, better, more loving place to live instead of filling their own pockets, spreading hatred and encouraging violence against anyone who dare live outside their regressive idealogy, and playing false prophets and miracle worker to fool the ignorant masses, they might be able to begin making a positive impact, but since that's never going to happen, your mantle of ""love and compassion"" is a false one. Oppressing, raping, assaulting, torturing, condemning, proselytizing, shoving your beliefs down everyone's throats, and murdering isn't love. It's blatant hatred and abuse done under the mantle of ""Christian compassion"", but it's anything BUT ""love""."	1
So? If one has ever been in a team you'll know opinions are wide, varied and never unanimous, other than the desire to win.	0
This is absolutely revolting and repugnant.	0
you best start showing me respect i have a gen gay cousin a real life harry hoofter so think on fella	0
Im ready for it,really does not bother me at all,some people are gay,its time for DM readers to put up or move to Iran.....	1
The comments on this are ridiculous	0
https://youtu.be/E7xuFHY41as	0
So are the people criticising him.	0
as a biology student (if you are) you should know what normal male and females look like. If you don't, you have a very serious problem and you should seriously consider changing courses!	1
I'm a padsbrat of someone who was in for 26 years mate who also thinks it's ridiculous. You have no time for it because you are wrong.	0
". ""He said in reply, ""Have you not read that from the beginning the Creator ‘made them male and female’ and said, ‘For this reason a man shall leave his father and mother and be joined to his wife, and the two shall become one flesh’? So they are no longer two, but one flesh. Therefore, what God has joined together, no human being must separate.” - Mathew 19:4-6 God's definition of ''marriage''.... a sacrament uniting a male and female IN A CHURCH....Marriage IS a religious term, same sex marriage is not condoned by any religion - that follows God's commandments. ‘You shall not lie with a male as one lies with a female; it is an abomination."" Lev. 18:22"	1
Where's the straight people march flaunting our straightness lol oops there isn't one	0
Trump is a flump, flump flump flump flump flump	1
Completely agree. It has nothing to do with people who already have the right to marry, why are they even being asked? Is there anything else we should be consulted on? Maybe vegans should decide if everyone else gets to eat meat? That wouldn't go down well, but somehow this is OK??? It shouldn't be.	0
Ahmed, humans are animals. This is like the basic biologly or anthropology lesson that even young children learn...	0
Nobody cares about coming out, and no one have to worry what other people think of it cause everybody think the worst for everybody.	0
Pahahaha! Seriously knew religion was sick	1
Yes, God loves you but hates your sin!	1
Go fight then, since you know yours.	0
Ooooh, hello! :-)	0
oooh my god =(	0
You don't just marry whatever attracts you	1
what a bloody ridiculous thing to say.	0
No they can't naturally but they can adopt the children that hetro people have not been able to bring up themselves!	0
Half the US doesn't have anti discrimination laws that include gays Americans are so stupid	1
He's illegitimate ... and yet, he really isn't. Get used to it, you have another 7 plus years of him. He was chosen as the President of the United States of America. Real Americans have accepted the democratic vote and moved on with their lives.	0
the nhs doesn't provide any drugs you pay for your prescription well at least people who work dp	0
what is funny is all the haters here that are still watching	0
He is allowed his opinion. He is wrong on this one, but it would be more wrong to deny him the opportunity to broadcast his bigotry to the world.	0
Dude, you do realise there's over 7.5 billion of us!	0
Fight for it yourself then, you homophobic coward.	1
According to the lords book it is wrong simple	0
Have you been drinking?	1
Where is the American flag if you are in America you should fly the American flag	0
Niceeee	0
🌈💋	0
You people are sad to discriminate against us	0
Where are the ghettos? I live in London and I have never encountered any. Actually life is pretty good 😊 - I don't think this person has a passport let alone visited London.	0
you're a shame	1
lgbtq only wants right to love whoever they want. Best wishes from India.	0
disgusting sinners and mentally ill degenerates	1
what the hell. give your head a wobble, it's not screwed on right	1
what's your problem? Im allowed to have my opinion .The question wasn't directed to you	0
love the sinner but hate the sin... good try though lol	0
Surely that would be bestiality ?	0
Burn In Hell :-)	1
Real Americans apologize to the world for the POS we now have leading us. We look forward to his failures and his removal from office. Please pray for us.	0
PEACE & LOVE to the LGBT community ✌💗✌	0
and as for the bible..........well lets just say intelect is valued in society, why should YOU have more rights?	0
I think we are getting sick of seeing male sex in everyday life!!!!	1
❤️🌈❤️🌈❤️❤️❤️❤️	0
The smaller the mind, the easier it is to control through fear, hate and ignorance. Poeple who hate anything different really are the lowest of the low...but America ensures most of its popualtion are dumb mouth breathing haters.	1
From Lexington sc	0
...the medical welfare of armed forces personnel comes under the armed forces budget and not the NHS. Hence at times you can get private treatment and sometimes you get NHS. My point anyway...which you've failed to grasp...is that in the armed forces you can be placed out and away of simple medical care. And that is why people who have eczema get turned away....because they need simple creams to help them stave off a very simple condition on civi Street. So what does that mean for a transgender person.....?? You haven't a clue you absolute moron.	1
Riam If you think trans doesn't exist in your country, you're sadly mistaken.	0
That sense of entitlement.	0
you know women also serve in the army and i don't think they let their nails get in the way of war.	0
Given that same sex marriage in the US has come years after a number of countries (including my Canada where we are celebrating 10 years) I wonder why everyone is making such a big issue about the States where in some areas it is legal to discriminate against queers? Are people not aware that the big powerful machine that is the tea party Conservatives have already managed to get two states to declare that they will continue to oppose the decision?	0
😃😃😃😃.	0
I'd like to be there 😊❤️❤️❤️	0
Pennies in trash, cocks on the lash, good morning hash	0
Love for all all for love!! B	0
No, it will not be with bipartisan support. the Republican party does not want you to breathe the same air as they do. it is that simple. Stop deluding yourself. Stop lying to others, and stop voting against your best interests and being confused when the results don't match your wildly erroneous expectations. Grow up and realize that you are voting against yourself. Period.	0
*The Guardian prints off and frames 'nice comment'*	0
How nice of you to concede. Very gracious	0
God does not discriminate	0
John have you served? Many of those who have are simply questioning the practical issues with this. Not a homophobic issue at all. Merely a logistics and space issue. On a Royal Navy ship would we need transgender toilets?	0
You sound insane.	1
, that's different.	0
God made everything perfect , but it seems u not ok with it	0
Suck it up. No-one cares what you think. Ex-Orthodox and proud of it.	1
Since when did the size of a demographic dictate the amount of rights it has?	0
It was major news a few years ago	0
🏳️‍🌈	0
It isn't free. It is paid for by taxation	0
SICK!	1
pervs	1
Humans law mistakes that's why they are called human beings excuse me, what? Please explain this logic. We need God? Well he hasn't been around for the past few years and many of us are doing pretty well.	0
Just respect our Church if you expect us to respect your homos :)))) (y) (y)	0
Amen, brother	0
why do I see you pop up everywhere people don't become gay their born like that your such an idiot	1
viagra has been patened since the 90's transgenderism is some observed over different cultures for at least thousands of years if not time immemorial. Oh and you 'tax dollars' are neglible in tbe grand scheme of things. Lastly this has nothing to do with God. Transgenderism is not synonomous with being mentally unstable. Any mental instability is a result of backward cultures and societies attitude towards the issue.	0
well Inge Strack, Homophobic implies that i am afraid of homosexuals, on the contrary, i have nothing but love towards all people, irregardless of their lifestyle choices however disgusting they may be, but the truth still needs to be said, someone needs to speak out against this new found freedom to sin, have you no shame?	1
Cretin.	1
Ha ha WTF😝	0
Being a great leader is not about pleasing everyone. It's about having the courage to make the toughest decision that may not please everyone but will actually bring good results that will be enjoyed by everyone. Great leaders never make the usual decisions	0
